เลขรับ	ผลของการสั่งคดี	ฟ้องชาย	ฟ้องหญิง	ฟ้อง	ไม่ฟ้อง	อื่นๆ	วันสั่ง	เหตุผลที่สั่งไม่ฟ้อง	วันเสนอ	คำสั่งของกลาง	เหตุผลที่ไม่ริบของกลาง	วันแจ้งเขตของกลาง	สอบเพิ่มเติม	วันแจ้งเขตอก54	เหตุที่ค้าง	ครั้งที่เตือน	วันที่เตือน	อายุความ	วันแจ้งของกลาง	เลขออกอก46	วันที่สำนวนไป	ทีอยู่สำนวน	เก็บไม่ฟ้อง	เก็บสั่งจับ	ข้อเท็จจริง
"ว.2340/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/21/05 00:00:00"											0							
"ว.2339/2548"	"ฟ้องศาล"	3	2	5	0	0	"09/21/05 00:00:00"											0							
"ว.2327/2548"	"ฟ้องศาล"	0	2	2	0	0	"09/20/05 00:00:00"											0							
"ว.2329/2548"	"ฟ้องศาล"	7	0	7	0	0	"09/20/05 00:00:00"											0							
"ว.2330/2548"	"ฟ้องศาล"	0	5	5	0	0	"09/20/05 00:00:00"											0							
"ว.2360/2548"	"ฟ้องศาล"	9	3	12	0	0	"09/24/05 00:00:00"											0							
"ว.2359/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/24/05 00:00:00"											0							
"ว.2358/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/24/05 00:00:00"											0							
"ว.2357/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/24/05 00:00:00"											0							
"ว.2356/2548"	"ฟ้องศาล"	0	3	3	0	0	"09/24/05 00:00:00"											0							
"ว.2355/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/24/05 00:00:00"											0							
"ว.2354/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/24/05 00:00:00"											0							
"ว.2352/2548"	"ฟ้องศาล"	2	2	4	0	0	"09/23/05 00:00:00"											0							
"2743/2548"	"ฟ้องศาล         ฟ้องศาล  30  กันยายน  2548"		1	1	0	0	"09/22/05 00:00:00"		"11/03/05 00:00:00"									0							
"2677/2548"	"ฟ้องศาล      30  กันยายน  2548"	1	0	1	0	0	"09/29/05 00:00:00"											0							
"2750/2548"	"ฟ้องศาล   30  กันยายน  2548"	1	0	1	0	0	"09/30/05 00:00:00"											0							
"1814/2548"	"ฟ้องศาล    1  กรกฎาคม  2548"	1	1	2	0	0	"07/01/05 00:00:00"											0							
"2752/2548"	"ฟ้องศาล 30  กันยายน  2548"	1	0	1	0	0	"09/30/05 00:00:00"											0							
"2810/2548"	"ฟ้อง                      30  กันยายน  2548"	1	0	1	0	0	"09/30/05 00:00:00"											0							
"2795/2548"	"ฟ้องศาล                30  กันยายน  2548"	0	1	1	0	0	"09/29/05 00:00:00"											0							
"2726/2548"	"ฟ้องศาล     30  กันยายน  2548"	1	0	1	0	0	"09/30/05 00:00:00"											0							
"2751/2548"	"ฟ้องศาล 30  กันยายน  2548"	1	0	1	0	0	"09/29/05 00:00:00"											0							
"2672/2548"	"ฟ้องศาล                   30  กันยายน   2548"	0	1	1	0	0	"09/26/05 00:00:00"											0							
"2725/2548"	"ฟ้องศาล           30  กันยายน  2548"	1	0	1	0	0	"09/26/05 00:00:00"											0							
"2744/2548"	"ฟ้องศาล       30  กันยายน  2548"	1	0	1	0	0	"09/29/05 00:00:00"											0							
"2778/2548"	" ฟ้องศาล                 30  กันยายน  2548"	2	0	2	0	0	"09/29/05 00:00:00"											0							
"2779/2548"	"ฟ้องศาล                     30  กันยายน  2548"	0	1	1	0	0	"09/27/05 00:00:00"											0							
"2777/2548"	"ฟ้องศาล    29  กันยายน  2548"	1	0	1	0	0	"09/29/05 00:00:00"		"11/03/05 00:00:00"									0							
"2723/2548"	"ฟ้องศาล    29  กันยายน  2548"	1	0	1	0	0	"09/30/05 00:00:00"											0							
"2711/2548"	"ฟ้องศาล    29  กันยายน  2548"	1	0	1	0	0	"09/20/05 00:00:00"											0							
"2724/2548"	"ฟ้องศาล    29  กันยายน  2548"	2	0	1	0	0	"09/22/05 00:00:00"											0							
"2773/2548"	"ฟ้องศาล    29  กันยายน  2548"		1	1	0	0	"09/28/05 00:00:00"											0							
"2775/2548"	"ฟ้องศาล    29  กันยายน  2548"	1	0	1	0	0	"09/28/05 00:00:00"											0							
"2774/2548"	"ฟ้องศาล    29  กันยายน  2548"	1	0	1	0	0	"09/28/05 00:00:00"											0							
"2776/2548"	"ฟ้องศาล    29  กันยายน  2548"	1	0	1	0	0	"09/27/05 00:00:00"											0							
"2789/2548"	"ฟ้องศาล    29  กันยายน  2548"	1	0	1	0	0	"09/28/05 00:00:00"											0							
"2370/2548"	"ฟ้องศาล    29  กันยายน  2548"	0	1	1	0	0	"09/08/05 00:00:00"											0							
"1815/2548"	"ฟ้องศาล    4  กรกฎาคม  2548"	1	0	2	0	0	"06/30/05 00:00:00"											0							
"2805/2548"	"ฟ้องศาล     29  กันยายน  2548"	0	1	1	0	0	"09/29/05 00:00:00"											0							
"2416/2548"	"ฟ้องศาล    3  ตุลาคม  2548"	1	0	1	0	0	"09/08/05 00:00:00"											0							
"2754/2548"	"ฟ้องศาล    3  ตุลาคม  2548"	1	0	1	0	0	"10/03/05 00:00:00"											0							
"2755/2548"	"ฟ้องศาล    3  ตุลาคม  2548"	1	0	1	0	0	"09/27/05 00:00:00"											0							
"2799/2548"	"ฟ้องศาล     3  ตุลาคม  2548"	1	0	1	0	0	"09/29/05 00:00:00"											0							
"2800/2548"	"ฟ้องศาล    3  ตุลาคม  2548"	1	0	1	0	0	"09/29/05 00:00:00"											0							
"2832/2548"	"ฟ้องศาล    3  ตุลาคม  2548"	1	0	1	0	0	"10/03/05 00:00:00"											0							
"ว.2389/2548"	"ฟ้องศาล"	8	0	8	0	0	"09/28/05 00:00:00"											0							
"2549/2548"	"ฟ้องศาล  23  กันยายน    2548"	1	0	1	0	0	"09/14/05 00:00:00"											0							
"2675/2548"	"ฟ้องศาล  23 กันยายน 2548"	1	0	0	0	0												0							
"2683/2548"	"ฟ้องศาล  23 กันยายน 2548"	1	0	0	0	0												0							
"2688/2548"	"ฟ้องศาล   23  กันยายน  2548"	1	0	0	0	0												0							
"2689/2548"	"ฟ้องศาล   23  กันยายน  2548"	1	0	0	0	0												0							
"2690/2548"	"ฟ้องศาล   23  กันยายน 2548"	2	0	0	0	0												0							
"2698/2548"	"ฟ้องศาล  23  กันยายน  2548"		1	0	0	0												0							
"2704/2548"	"ฟ้องศาล   23/9/2548"	0	1	0	0	0												0							
"2709/2548"	"ฟ้องศาล   23  กันยายน  2548"	1	0	0	0	0												0							
"2741/2548"	"ฟ้องศาล  23  กันยายน  2548"	0	1	0	0	0												0							
"2760/2548"	"ฟ้องศาล  23 กันยายน  2548"	1	0	0	0	0												0							
"2765/2548"	"ฟ้องศาล  23  กันยายน  2548"	1	0	0	0	0												0							
"2767/2548"	"ฟ้องศาล  23  กันยายน  2548"	1	0	0	0	0												0							
"1816/2548"	"ฟ้องศาล    4  กรกฎาคม  2548"	1	0	1	0	0	"07/04/05 00:00:00"											0							
"2666/2548"	"ฟ้องศาล    4  ตุลาคม  2548"	1	0	1	0	0	"09/19/05 00:00:00"											0							
"2712/2548"	"ฟ้องศาล    4  ตุลาคม  2548"	2	0	2	0	0	"09/20/05 00:00:00"											0							
"2763/2548"	"ฟ้องศาล    4  ตุลาคม  2548"	1	0	1	0	0	"09/26/05 00:00:00"											0							
"2804/2548"	"ฟ้องศาล    4  ตุลาคม  2548"	1	0	1	0	0	"10/04/05 00:00:00"											0							
"2807/2548"	"ฟ้องศาล    4  ตุลาคม  2548"	2	0	1	0	0	"10/04/05 00:00:00"											0							
"2809/2548"	"ฟ้องศาล    4  ตุลาคม  2548"	0	1	1	0	0	"10/03/05 00:00:00"											0							
"2834/2548"	"ฟ้องศาล    4  ตุลาคม  2548"	1	0	1	0	0	"10/04/05 00:00:00"											0							
"ว.2378/2548"	"ฟ้องศาล"	1	0	0	0	0												0							
"ว.2377/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/27/05 00:00:00"											0							
"ว.2376/2548"	"ฟ้องศาล"	0	1	1	0	0	"09/27/05 00:00:00"											0							
"ว.2370/2548"	"ฟ้องศาล"	2	1	3	0	0	"09/27/05 00:00:00"											0							
"ว.2379/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/26/05 00:00:00"											0							
"ว.2381/2548"	"ฟ้องศาล"	0	1	1	0	0	"09/27/05 00:00:00"											0							
"ว.2380/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/27/05 00:00:00"											0							
"ว.2364/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/26/05 00:00:00"											0							
"ว.2369/2548"	"ฟ้องศาล"	1	0	0	0	0												0							
"ว.2368/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/26/05 00:00:00"											0							
"ว.2367/2548"	"ฟ้องศาล"	6	0	6	0	0	"09/26/05 00:00:00"											0							
"ว.2366/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/26/05 00:00:00"											0							
"1207/2548"	"ฟ้องศาล"	0	0	0	0	0												0							
"ว.2365/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/26/05 00:00:00"											0							
"ว.2361/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/26/05 00:00:00"											0							
"ว.2363/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/26/05 00:00:00"											0							
"ว.2362/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/26/05 00:00:00"											0							
"ว.2392/2548"	"ฟ้องศาล"	8	0	8	0	0	"09/28/05 00:00:00"											0							
"ว.2396/2548"	"ฟ้องศาล"	0	1	1	0	0	"09/30/05 00:00:00"											0							
"ว.2395/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/30/05 00:00:00"											0							
"ว.2393/2548"	"ฟ้องศาล"	0	1	1	0	0	"09/29/05 00:00:00"											0							
"ว.2394/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/29/05 00:00:00"											0							
"ว.2397/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/30/05 00:00:00"											0							
"ว.2399/2548"	"ฟ้องศาล"	1	0	1	0	0	"10/01/05 00:00:00"											0							
"ว.2398/2548"	"ฟ้องศาล"	1	0	1	0	0	"10/01/05 00:00:00"											0							
"ว.2384/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/27/05 00:00:00"											0							
"ว.2387/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/29/05 00:00:00"											0							
"ว.2383/2548"	"ฟ้องศาล"	3	4	7	0	0	"09/29/05 00:00:00"											0							
"ว.2382/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/29/05 00:00:00"											0							
"ว.2388/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/28/05 00:00:00"											0							
"ว.2386/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/29/05 00:00:00"											0							
"ว.2385/2548"	"ฟ้องศาล"	0	1	1	0	0	"09/29/05 00:00:00"											0							
"ว.2374/2548"	"ฟ้องศาล"	3	5	8	0	0	"09/28/05 00:00:00"											0							
"ว.2372/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/28/05 00:00:00"											0							
"ว.2373/2548"	"ฟ้องศาล"	1	0	1	0	0	"09/28/05 00:00:00"											0							
"1148/2548"	"ฟ้องศาล                    28  เมษายน  2548"	0	0	1	0	0												0							
"1517/2548"	"ฟ้องศาล                     3  มิถุนายน  2548"	0	0	1	0	0	"06/01/05 00:00:00"											0							
"2400/2548"	"ฟ้องศาล                    29  สิงหาคม  2548"	0	0	2	0	0	"08/23/05 00:00:00"											0							
"2727/2548"	"ฟ้องศาล    5  ตุลาคม  2548"	0	1	1	0	0	"10/04/05 00:00:00"											0							
"2879/2548"	"ฟ้องศาล    5  ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"1818/2548"	"ฟ้องศาล    30  มิถุนายน  2548"	1	0	1	0	0	"06/29/05 00:00:00"											0							
"2880/2548"	"ฟ้องศาล   5  ตุลาคม  2548"	0	1	1	0	0	"10/05/05 00:00:00"											0							
"2881/2548"	"ฟ้องศาล    5  ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"2882/2548"	"ฟ้องศาล    5  ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"2883/2548"	"ฟ้องศาล    5 ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"2878/2548"	"ฟ้องศาล    5  ตุลาคม  2548"	2	0	1	0	0	"10/05/05 00:00:00"											0							
"2813/2548"	"ฟ้องศาล    5  ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"2812/2548"	"ฟ้องศาล    5  ตุลาคม  2548"	1	0	1	0	0	"10/04/05 00:00:00"											0							
"2797/2548"	"ฟ้องศาล    5  ตุลาคม  2548"	1	0	1	0	0	"09/29/05 00:00:00"											0							
"2772/2548"	"ฟ้องศาล    28  กันยายน  2548"	1	0	1	0	0	"09/27/05 00:00:00"		"10/28/05 00:00:00"									0							
"2803/2548"	"ฟ้องศาล    28  กันยายน  2548"	0	1	1	0	0	"09/28/05 00:00:00"											0							
"2802/2548"	"ฟ้องศาล    28  กันยายน  2548"	0	1	1	0	0	"09/28/05 00:00:00"											0							
"2667/2548"	"ฟ้องศาล           28  กันยายน  2548"	0	1	5	0	0	"09/27/05 00:00:00"											0							
"2697/2548"	"ฟ้องศาล    28  กันยายน  2548"	0	1	1	0	0	"09/28/05 00:00:00"											0							
"2742/2548"	"ฟ้องศาล    28  กันยายน  2548"	0	1	1	0	0	"09/22/05 00:00:00"											0							
"2706/2548"	"ฟ้องศาล    28  กันยายน  2548"	0	1	1	0	0	"09/19/05 00:00:00"											0							
"2783/2548"	"ฟ้องศาล    6  ตุลาคม  2548"	0	1	1	0	0	"10/05/05 00:00:00"		"11/03/05 00:00:00"									0							
"2835/2548"	"ฟ้องศาล    6  ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"2745/2548"	"ฟ้องศาล     6  ตุลาคม  2548"	0	1	1	0	0	"09/29/05 00:00:00"											0							
"2815/2548"	"ฟ้องศาล    6  ตุลาคม  2548"	0	1	1	0	0	"10/05/05 00:00:00"											0							
"1820/2548"	"ฟ้องศาล    1  กรกฎาคม  2548"	0	1	1	0	0	"07/01/05 00:00:00"											0							
"2769/2548"	"ฟ้องศาล    6  ตุลาคม  2548"	1	0	1	0	0	"09/29/05 00:00:00"											0							
"2814/2548"	"ฟ้องศาล    6  ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"2746/2548"	"ฟ้องศาล    6  ตุลาคม  2548"	0	1	1	0	0	"10/05/05 00:00:00"											0							
"2816/2548"	"ฟ้องศาล    6  ตุลาคม  2548"	0	1	1	0	0	"10/05/05 00:00:00"											0							
"2707/2548"	"ฟ้องศาล    6  ตุลาคม  2548"	1	0	1	0	0	"09/30/05 00:00:00"											0							
"2781/2548"	"ฟ้องศาล    6  ตุลาคม  2548"	1	0	1	0	0	"09/27/05 00:00:00"											0							
"2611/2548"	"ฟ้องศาล    6  ตุลาคม  2548"	1	0	1	0	0	"09/13/05 00:00:00"											0							
"2817/2548"	"ฟ้องศาล    6  ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"2784/2548"	"ฟ้องศาล    6  ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"2785/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/06/05 00:00:00"											0							
"2786/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"09/29/05 00:00:00"											0							
"2788/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	1	1	0	0	"09/27/05 00:00:00"											0							
"2818/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/04/05 00:00:00"											0							
"2819/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/04/05 00:00:00"											0							
"2820/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/04/05 00:00:00"											0							
"2821/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"2822/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"2823/2548"	"    7  ตุลาคม  2548"	0	1	1	0	0	"10/04/05 00:00:00"											0							
"2838/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"2840/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	0	1	1	0	0	"10/05/05 00:00:00"											0							
"1821/2548"	"ฟ้องศาล    28  มิถุนายน  2548"	0	0	1	0	0	"06/28/05 00:00:00"											0							
"2843/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	0	1	1	0	0	"10/05/05 00:00:00"											0							
"2844/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/06/05 00:00:00"											0							
"2846/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"2847/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/06/05 00:00:00"											0							
"2848/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/06/05 00:00:00"											0							
"2849/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/06/05 00:00:00"											0							
"2851/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/06/05 00:00:00"											0							
"2853/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/05/05 00:00:00"											0							
"2854/2548"	"ฟ้องศาล    7  ตุลาคม  2548"	1	0	1	0	0	"10/06/05 00:00:00"											0							
